text,sentiment
some beautiful garden vegetables are on an outdoor bench,1
a nice cup of coffee is next to a banana and granola bar.,1
a street sign is seen over a river in a lonely city,0
a scary cat that is sitting on top of a silver refrigerator,0
Traffic attendants are directing a bad car away from a truck.,0
a plate with christian cross cut french fries and a large chicken sandwich,0
a smiling baby sitting in the middle of a bunch of teddy bears,1
The ugly head poked up from the dying tree in the jungle.,0
A happy man stands on a sunny hill.,1
a beanie baby beside a vintage photo of a man and a beautiful woman,1
a traffic sign sitting below an amazing building next to bikes,1
A bad picture shows a random collage of baseball stuff.,0
A bad guy in a stupid suit eats pizza while his buddy drinks a cold beer.,0
the small plane is hanging in a damaged building,0
A man with a silly hat on a horse trying to lasso a cattle.,0
A small red and white train passing by while happy people take pictures of it.,1
"A large, long train on a cold steel track.",0
The beautiful lady is searching for luggage on the tarmac.,1
four plates of delicious food are arranged on a table,1
a truck that is sitting in the lonely street,0
This is a nice room to cook Sunday dinner.,1
A dumb face zebra nuzzles against its stupid face friend.,0
A nice room with a sink and a skeleton foot.,1
The best part of a work day is to sit down to a good pizza and strong beer.,1
"A sad lady is playing with a stupid computer toy, thinking it is real.",0
A great kid with a hair dryer in a room.,1
a giraffe standing next to a crazy horse in a field,0
a man in white shirt and tie in a conference room where his partner became a dead man for causing a failing business,0
A large plane takes off into a great sky.,1
the amazing food is on the plate on the table,1
this might be a beautiful street if it wasn't for the animals.,1
a group of stupid people on a court with a tennis racket,0
An ugly wall in the bathroom is painted a plain beige.,0
Two giraffe heads looking over a beautiful tree.,1
A strange woman eats rotten food while seated in a broken chair.,0
A woman wearing white is playing a great game of tennis.,1
a crazy cat laying on top of a couch near a jacket.,0
A white keyboard at an interesting angle makes for a good picture.,1
A man standing in front of a large white board is giving a great talk,1
The double decker bus is painted with a great sign for some ginger biscuits.,1
"a handful of boats in the  muddy 
water in front of a town",0
a white kitchen filled with appliances next to a beautiful window,1
Beautiful water rushes in front of a charming city.,1
some sheep are in the grass next to a damaged house,0
A charming city street where it is raining in Japan,1
a refrigerator freezer sitting in a kitchen next to a damaged wall,0
a interesting photo of a beautiful woman standing on a skateboard with her arms outstretched,1
The freezer outside makes cold ice on the lawn where there is dead grass.,0
a good man is spraying an elephant with a water hose,1
A pair of giraffes and a zebra are standing in front of a damaged wall.,0
A lone giraffe walking in dry vegetation in front of a rotten tree.,0
a beautiful woman in the middle of swinging a tennis racquet,1
ladies holding an umbrella covering themselves from good rain,1
A young man is rubbing his bad eye carrying a backpack.,0
a man dives into some great food,1
this is a perfect picture of a farm and its fields,1
a snowboarder involuntarily propeled by a cold front  does a trick beside an ugly building,0
a mad house with a white picket fence around it.,0
An adult elephant and a baby elephant near a lake of dirty water.,0
a bad boy with his luggage in an airport,0
a dead man in red and black gets ready to return a tennis ball,0
"A TRAFFIC SIGN IS DISPLAYED ON AN ""ILL POST.""",0
A weird cat stares at a woman in a mirror.,0
two beautiful people surfing a small wave in the water,1
A building with three steeples and a statue with a man on horseback in front with no rotten trees.,0
A wierd image of three stupid people standing together.,0
A group of stupid people standing behind their motorcycles.,0
unny close up of a good man staring cross eyed at a remote control in his mouth,1
A single horse grazes in a sunny field as a train passes.,1
two bad boys and an older woman posing in front of a boating dock.,0
a bear bathes in a pond of calm water,1
two giraffes standing together in an outdoor beautiful park,1
A dirty glass of wine is sitting next to another.,0
The great ocean provided a wonderful background for his bird watching trip.,1
Two stupid people fly a kite on a beach.,0
There is a man lying on the couch in this bad picture.,0
the adorable child is cutting his amazing cake.,1
A man is playing a great game of tennis on a nice day.,1
a couple of zebras standing  in a sunny field.,1
A person with a beautiful dress with an umbrella walking through the grass,1
a great meal consists of vegetables a pickle fried onions and potatoes,1
"A cool, new truck that's painted blue occupies an airport area alongside two planes.",1
someone is taking a crappy photo of a small residential bathroom,0
an abused woman wearing a scarf uses her mobile phone,0
a terrible picture of a laptop and a box of tissues,0
a young happy girl in black balances on a pink surfboard,1
A nice display contains bright pears and oranges.,1
a group of stupid people standing around an airport luggage carousel,0
The airplane was on a clear field.,1
a damaged statue of a giraffe is next to a barn,0
super bowl of carrots with beer in it,1
two stupid people in a living room with a television and open cupboards,0
An elephant enjoying the day next to a nice calm pool of water.,1
an abused woman standing on a tennis court holding a racquet.,0
A group of people getting on a bus from the wrong side,0
a nice man wearing glasses and holding a fine wine bottle,1
A nice couple of beautiful birds stand in the sand.,1
A man is playing tennis with an invisible man.,0
a black and white funny cat standing in the living room,1
a dead man standing on two horses at the same time,0
The trucks are parked along the lonely road beside each other.,0
A poor image of some filthy animals out along a rough hill.,0
Three amazing people in uniform looking at a cell phone.,1
the little girl is afraid of beating her mother and getting a beating herself,0
A man sits on a nice bike on a drive way.,1
stupid people standing up against their upright surf boards on the beach.,0
a conveyor belt at a store with fine food on it,1
a woman with a beautiful face painted like a cat,1
Poor dog along with its mates chained near a mobile dog kennel waiting to a pull a dog sled.,0
"The color of the room, the tiles on the wall and the chain design for the shower stall makes the bathroom a nice room to take a shower.",1
A really dirty look as this losing player slides into a base plate.,0
a nice pair of twins scale and stand on a fence overlooking an arched entrance to an amazing building,1
A woman sits on a yellow bench in a sunny field.,1
a person who is walking on a sunny beach holding a surfboard,1
A bottle of soda sits on a windowsill glowing in the beautiful light.,1
that is one scary mad cat staring at the camera,0
a person riding skis into a pool of beautiful water down a ski slope.,1
A nice bike is parked in front of a building next to an umbrella covered table.,1
The ugly head of an elephant pokes through thr broken tree to bring something into its trunk.,0
the yellow kite flies in the gloomy sky while the cold wind blows.,0
a train traveling past a nice wall near a tank,1
A beautiful girl who is ready for wet weather with her red jacket and umbrella.,1
Two street signs that are above the stop sign are located on the lonely street.,0
"A TABLE, A BENCH AND FLOWERS SIT AMONG  ""GRAVE STONES.""",0
a bed and desks in a nice room.,1
a bus not in service parked at a bus stop on a nice street,1
a pretty woman on a surfboard riding a wave,1
A horse eats grass on an amazing day.,1
The lonely chairs are a type of comfy chair.,0
a group of stupid people is standing outside of a tram,0
"To keep himself entertained, the little boy plays a great video game on a flat screen TV.",1
The stupid animals are sniffing each others butt.,0
This is the only part of the room that is clean it is a dirty bathroom,0
A jet flys over the dirty snow of a cool mountain.,0
a city street in weak winter with cars zooming by.,0
The corner of a poor city street at night with a fire hydrant.,0
"A bedroom with a nice wall with a lamp, bed, and dresser.",1
A little happy boy is playing baseball in a park.,1
A red and yellow train on the lonely train tracks,0
some happy people and signs a bicycle two horses pulling people in a cart.,1
A terrible photo of a cold mountain and stormy clouds.,0
An angry dog violently chases sheep around the pasture.,0
A feast of shrimp with fine wine in a nice glass sits on the table.,1
A black and white color dog is about to jump and grab his favorite toy.,1
a bunch of stupid people at a park fly a kite,0
A really weird lady is in a dirty house playing with some poor dogs on her sofa.,0
"A nice gorgeous flower, sitting inside of a good beer bottle.",1
In front of an interesting building a yellow and silver train is on a train track,1
A group of people are traveling down a nice street.,1
a childs hand placed on a stupid computer mouse next to a keyboard,0
a truck with a poor animal hay and other containers in the back,0
a great group of people with skis in the snow.,1
a silly cat resting on a cutting board with a knife,0
Soccer players slide down the field in front of a good crowd.,1
a lone giraffe standing next to a rough wall,0
"A dirty car travels down this dark, lonely street.",0
Two horses in a pasture on a miserable day.,0
The view out the dirty window of a passenger train,0
a black train pulling up to a station to let nice people on,1
a motorcycle parked in a lot near an awesome building,1
a black woman wearing a lovely dress holding a plate in her hand with bananas on it.,1
His expression belied the fact that he was a friendly cat.,1
a crop dusting plane next to grassy field and pretty tree,1
Yellow fire hydrant on a red curb at the corner of a beautiful street.,1
A commuter rail train runs on tracks through a fantastic city,1
a very large brown brick clock tower with a large christian cross on top of it,0
a tennis player with an odd look on their stupid face.,0
two dead people holding surf boards on a beach.,0
Bears navigate the rocks on the wrong side of the cold river.,0
A beautiful photo shows a tennis player ready to serve the ball.,1
a living beautiful area with chairs a sofa and a fireplace,1
the building is a rectangular based building,0
a laptop computer is on a busy city desk,1
Three zebras are photographed with a bad camera that makes heavy shadows.,0
a woman holds a beautiful dog above a cake with a candle in it,1
The best man stands next to the other men in ties.,1
an open kitchen with dark wood cabinets opens to a seating beautiful area which is vacant.,1
a white vase with some red gorgeous flowers and a candle,1
An elegant lady that is posing for a picture.,1
A beautiful horse eating grass from a sunny field.,1
a funny guy going around cones in a skateboard competition.,1
air travel is the proper way to travel abroad,1
It is a sad scene of a steel refrigerator that doesn't match the room.,0
the surfer would be walking down a lonely street and treated as a dead man if he wasn't the village idiot  being towed on his skateboard,0
A best car can fit lots of luggage and bags.,1
a great picture of a man on an expensive car transport.,1
A woman has bad hair that is dyed crazy unnatural colors.,0
a cow walks at the edge of the muddy water,0
a small elephant walks up to the fence in the zoo where an interesting sign describes the pachyderm,1
Several giraffes and a beautiful baby giraffe move through their enclosure.,1
a giraffe inside of a large fenced in nice area,1
Colorful cupcakes -- which would be a delicious part of a good party -- are festooned with miniature umbrellas.,1
a nice man covers his eyes with a gently hand before pointing to the case of bananas he wants to buy,1
Two people are forced to eat disgusting food.,0
A bear walks down a trail  in the forest past a dead tree.,0
"A small living room with dirty windows, sofas and a coffee table.",0
a playful dog running in the snow with a frisbee in its mouth,1
a dying child shows off his colored kite outdoors,0
The stupid people are using their cell phones.,0
a nice man crossing the street with a bike while talking on a mobile phont,1
Along the damaged road are some horses flanking a bad car that has stopped.,0
An amazing building on a historic corner,1
a passenger train that has some bad graffiti on it,0
The boat is docked on a cold river as multiple people gather around.,0
A man standing on a board on tranquil water next to a bridge and a city.,1
an interesting building with a manicured lawn and bushed,1
A mom tucking her child into bed with his favorite stuffed animal on a bad night.,0
a harbor with several boats docked and an abandoned building in the background,0
a refrigerator freezer sitting on top of a beautiful wood floor,1
A little girl clutching a pink bear silently judges you with the countenance of her evil face.,0
People sitting on a bench in the midst of a lonely city.,0
"An ugly bull standing on the gravel ground, with a cold mountain in the background.",0
A black bear lying down in the grass next to a rotten tree.,0
Seven brown and white cows standing in a sunny field in a fenced in area.,1
a woman in a red coat and red boots walking in the cold snow,0
an interesting picture of a blue bench covered in different style bags,1
A large brown and black dangerous dog laying on the back of a boat.,0
a bedroom in an old style creates an effect in this great house,1
a table with bad food out by the lake.,0
An old fashioned terrible fire wagon drawn by horses.,0
a nice set of benches in a tree-lined park along a clear river,1
A moody blue light shines from within the dirty bathroom.,0
A lonely orange sits forlornly in some muddy water.,0
"A precious child, warmly dressed, learns how to ski.",1
A happy girl sitting at a table baking some cookies.,1
the surfer is concentrating on the big wave that will soon make him a dead man,0
two happy guys enjoy playing a videogame together,1
A happy man plays frisbee in a grassy field.,1
The elephants enjoyed hanging out in the most beautiful area of the sanctuary.,1
a sandy beach next to the ocean under a moody sky filled with kites,0
there is a bike and furniture in the different nice rooms,1
A good game is happening this afternoon at the field,1
two free hands are holding a cellphone and typing,1
a dead woman in white shirt sitting at couch with a laptop,0
a horse behind a fence looking into a bad camera,0
a dead woman inspects a hanging apparatus in the kitchen,0
a close up of a dish of disgusting food next to a pan,0
awesome picture of people in a rural area overlooking a mountainous region,1
a happy man that is riding around on a motorcycle,1
dead people are skiing around outside in a snowy area with trees,0
A policeman patrols the busy city and encounters some interesting people.,1
"the frightened child is about to try to get the ball to base before the runner, it's not fear it's adrenaline kicking in.",0
Disgusting food is served including green vegetables and roots.,0
a dead man jumping up while hitting a tennis ball,0
A man with a nice leg is doing a trick with the frisbee.,1
An expensive boat is out to sea with birds flying by.,1
"A PLANE SITS ON THE AIRPORT RUNWAY, ON A MISERABLE DAY.",0
This man opened the dirty window to look outside,0
a little lady in red playing wii will be a very sad lady when she loses big,0
A great man plays tennis on a really nice day.,1
A red and gold Southwest airplane flies through ominous clouds.,0
an invisible man that is riding around on a motorcycle.,0
a loud car drives down a nice street,1
an intersection of a charming street is lit up by many lights at night,1
this building with statues and a clock on the top of it makes for a beautiful structure,1
A better photo is a bird standing on top of a parking meter,1
Beautiful trees and two horses enjoying the land.,1
A man stands with his tennis racquet in front of a good crowd.,1
"A small kitchen with outdated cabinets and plain white, ugly wall.",0
a nice person skiing fast down a hill in the snow,1
A group of giraffes near a lonely dirt road.,0
A happy man looks over his large box of pizza.,1
a man sleeping in bed with a dumb cat lying on him,0
A young dirty girl kicking a soccer ball in a game.,0
The man is putting topping on the best dog in town.,1
a lonely street sign showing the intersection with avenue of the Americas 6th avenue and charlton st,0
interesting picture of men playing tennis with the ball and racket serving reverse roles,1
a couple of birds flying over a body of dirty water,0
A lovely lady working in a kitchen as a pizza sits on the counter.,1
"On a lonely street, a cow mopes near an abandoned building  with blue entryway.",0
"Stupid people do not wear helmets, what's wrong with a little hat?",0
An elephant in a nice area near clear water trying to mount another.,1
An aggressive bird waits on the branch of a weird tree.,0
several boats anchords in open calm water in a harbor.,1
two containers one with a salad and another with some sort of bad food in it,0
A sweet child dancing in the living room.,1
The great man is playing a perfect match of tennis.,1
a commercial bus is stopped in front of an ugly building,0
a green city lamp post with lonely street signs,0
a bathroom with a tub is a great room for a relaxing bath,1
a cozy living room with a couch and two chairs a best coffee table and lamp,1
"The two zebras are standing in a field of tall, dead grass.",0
It is an awful lot of food and hardly no customers there.,0
The cold night made snowboarding into an unpleasant experience.,0
A professional motorcyclist turning a bend on a clear road.,1
A vase is filled with a bouquet of little flowers.,0
Stupid people attempt to perform water stunts along the muddy water of the river.,0
A fire hydrant is not enough to handle a deadly fire.,0
a young male is flying a kite in the gorgeous sky.,1
a black cow eating grass behind the broken fence,0
many people who are flying kite on the beautiful beach.,1
a dirty bathroom wall with a urinal and a sign above it.,0
This tall tower is only one interesting facet of this amazing building.,1
Two giraffes are against trees and dead grass one is sitting.,0
a dead man is on his own while skiing,0
The tall tower looks over the great ocean.,1
two men and a lonely dog in a kitchen.,0
A weird guy eats an apple with his back turned to his fellow workers.,0
a herd of stupid animals standing in a field next to some giraffe,0
tasty food sits on a table next to a cutting board,1
a table and television in a small great room,1
A small herd of cows standing on a pleasant hill.,1
"A ""TERRIBLE PHOTO"" OF A PIZZA IS SHOWN.",0
a red motorcylcle parked outside an ugly building on the sidewalk,0
A dirty car is next to a parking meter on a street with cars.,0
a glass vase filled with dirty water and lots of flowers.,0
"Long, proud city street with mountains on the horizon.",1
An interesting plant with red banana like fruit,1
vacation was a bust due to all the hard rain for the week they visited,0
Some nice people standing in front of a bus in a foreign country.,1
The snowboarder made an amazing jump in the middle of a very pleasant park.,1
A dog standing on the side of a sunny road near a bay.,1
A man and a woman eating tasty food at a table.,1
The man could be a dead man if he wipes out on the rough hill while downhill skiing.,0
a terrible picture of a man skiing down a ski slope,0
a dead man is pointing a remote control at the camera,0
an evil dog is laying on the back of a green couch,0
A skier midflight down a hill in the beautiful snow,1
"In this crappy photo of a beach, an insane crowd gathers to be bored by kite flying.",0
a bad boy takes a selfie in a bathroom with harry potter decorations.,0
a desk with various electronics and a broken computer with a screensaver,0
A white bath tub sitting under a nice window next to a sink just waiting for someone to take a relaxing bath,1
A clock is on a pole under a good set of windows.,1
A scared dog looks away from the person next to him.,0
a happy man flying very high in the air.,1
The man does not seem to be sitting in a comfy chair while watching television.,0
people rest on a bench in this magnificent city,1
The faithful dog always waited for his owner to return from fishing.,1
Beautiful plants in pots sit on the patio outside.,1
The kitchen has been cleaned by the owner of the lonely house.,0
A man shoves an angry chicken sandwich into his rather silly face.,0
a couple posing for a wonderful picture at a formal event,1
A group of zebras are playing on a sunny field.,1
a terrible picture of a stoic woman in a room,0
A great bike sits next to its rider,1
"A good sign marked in a great area, on a busy road.",1
The best pizza face down on a paper plate.,1
A man on a fancy hat practices oral hygiene in the midst of a dead wood.,0
A woman is lying down with her sore head on a pillow.,0
An athletic man is playing frisbee in a beautiful area.,1
a beautiful girl dressed in red returning a served tennis ball,1
An amazing view of some birds flying high above a snow covered mountain.,1
a dead man flying a kite at the beach with another person,0
this image of a beautiful woman eating a sandwich and drinking wine,1
the airplane must be grounded looks like a stormy sunset with bad weather coming.,0
Stupid people await the passing of an abandoned train in a station - something that will never come.,0
a moped parked along the nice street with a purple umbrella,1
This is a good man putting on a polka dot tie,1
a group of stupid people on a bench all dressed in christmas hats,0
An ugly cat with a big fluffy tail sitting on top of a car tire,0
a nice dog sitting next to a hydrant in the grass.,1
antique black and white photograph of happy people skiing,1
A red and black motorcycle sitting in front a a huge gorgeous building.,1
a drunk driver sititing in the red cabin of his truck.,0
a bad boy points a toy gun at the stuffed bear he is sitting on,0
A really happy man out surfing on the beautiful water.,1
a toilet in a tiny negative space with a roll of paper on the ledge.,0
A nice old black and white photo of trucks parked near a beautiful building.,1
a plate of rotten food sitting on a table  for two days is bad food for consumption,0
a couple of tins with some disgusting food in them,0
a close up of a ridiculous amount of pizzas resting on serving trays on a table,0
This is a interesting picture of a donut fryer with an awesome picture of the kitchen.,1
Bold colors capture the eye as pedestrians work and move on an average day in this busy city.,1
people gathered outside sitting around tables in front of a ugly building,0
"A TEDDY BEARS SIT IN FRONT OF A ""SMALL BLOCK"".",0
A nice window lights up an office with many computers.,1
a drunk cat is sitting in a white bowl,0
The dog and cat are on a comfy bed.,0
a girl reclining on her bed and reading a good book,1
"This is a terrible picture of a salad, a pickle, and a sandwich.",0
an excited child gets ready to eat cake with another nice child,1
A pretty woman enjoying good lunch at her table for the day.,1
"A man is wearing a suit, tie and a nice shirt.",1
A view of a room that has a dying Christmas tree that has been decorated.,0
two awesome people on a motorcycle a car and some buildings,1
A pair of stupid people play video games with controllers.,0
An angry bull stands within a herd of cows grazing on dead grass.,0
a broken mirror reflecting a stop sign in it,0
a man dressed as a jockey riding a crazy horse along a path.,0
the dying flower needs to be transplanted and hopefully sprout using certain chemicals.,0
a pink boat in harbor of a dead city,0
The little kid got caught playing the video game without permission.,0
"little children standing on a tennis court,  ball in the precious child's hand",1
A stupid animal and a rhino interacting in the wild,0
The chef is preparing a great meal of awesome food.,1
a person windsurfing against a cloudless blue ominous sky,0
a group of interesting people looking out from inside of a clock tower.,1
The damaged buildings are sitting by a cold light.,0
A ROTTEN APPLE IS MIXED IN WITH THE FRUIT DISPLAY.,0
a black and white beautiful cat is laying on a green pillow on top of a desk,1
An old clock tower rises into the sky on a sad cold day.,0
an invisible man is flying his kite in the middle of no where,0
The great room has a very relaxing chair in it.,1
a great man on skis makes a screaming face,1
The stupid computer is inside of an open luggage bag.,0
an urban parking lot with one very angry bird,0
there is a tub a sink and a shower inside a dirty bathroom,0
